timestamp,y
2015-01-01,0.940725424
2015-01-01,0.8865
2015-01-01,0.800570492
2015-01-01,0.800570492
2015-01-01,0.800381944
2015-01-01,0.800125
2015-01-01,0.755166667
2015-01-01,0.753683478
2015-01-01,0.753097531
2015-01-01,0.750427826
2015-01-01,0.721126957
2015-01-01,0.712205247
2015-01-01,0.707045902
2015-01-01,0.705916667
2015-01-01,0.676666667
2015-01-01,0.593055556
2015-01-01,0.540729167
2015-01-01,0.52118
2015-01-01,0.436326389
2015-01-03,0.988024691
2015-01-03,0.987880435
2015-01-03,0.956270833
2015-01-03,0.945277778
2015-01-03,0.902916667
2015-01-03,0.800725314
2015-01-03,0.800322936
2015-01-03,0.800318644
2015-01-03,0.800318644
2015-01-03,0.800237288
2015-01-03,0.800148649
2015-01-03,0.800125
2015-01-03,0.800125
2015-01-03,0.787299691
2015-01-03,0.782447917
2015-01-03,0.75024303
2015-01-03,0.7018125
2015-01-03,0.700134038
2015-01-03,0.699965217
2015-01-03,0.628333333
2015-01-03,0.6253125
2015-01-04,0.991388889
2015-01-04,0.931645833
2015-01-04,0.915229167
2015-01-04,0.879714482
2015-01-04,0.861679012
2015-01-04,0.850569492
2015-01-04,0.850436438
2015-01-04,0.850345133
2015-01-04,0.800598058
2015-01-04,0.800318644
2015-01-04,0.800237838
2015-01-04,0.800030199
2015-01-04,0.792104167
2015-01-04,0.759228395
2015-01-04,0.750348457
2015-01-04,0.75024303
2015-01-04,0.699965217
2015-01-04,0.682708333
2015-01-04,0.667604167
2015-01-04,0.603432184
2015-01-04,0.345833333
2015-01-05,0.961059028
2015-01-05,0.939513889
2015-01-05,0.893663194
2015-01-05,0.875390625
2015-01-05,0.850569492
2015-01-05,0.820833333
2015-01-05,0.804416667
2015-01-05,0.800684366
2015-01-05,0.800684366
2015-01-05,0.800318644
2015-01-05,0.800250962
2015-01-05,0.800246011
2015-01-05,0.800246011
2015-01-05,0.800076522
2015-01-05,0.800076522
2015-01-05,0.763375
2015-01-05,0.759270833
2015-01-05,0.7504
2015-01-05,0.75024303
2015-01-05,0.676666667
2015-01-05,0.664583333
2015-01-05,0.600028736
2015-01-06,0.966781346
2015-01-06,0.936496212
2015-01-06,0.899166667
2015-01-06,0.888686869
2015-01-06,0.858143939
2015-01-06,0.850502311
2015-01-06,0.850502311
2015-01-06,0.809640152
2015-01-06,0.805909091
2015-01-06,0.800594466
2015-01-06,0.800594466
2015-01-06,0.800273829
2015-01-06,0.800140969
2015-01-06,0.800128721
2015-01-06,0.800128721
2015-01-06,0.80007657
2015-01-06,0.750545455
2015-01-06,0.750057851
2015-01-06,0.681060606
2015-01-06,0.649983281
2015-01-06,0.61625
2015-01-07,0.951420455
2015-01-07,0.880530303
2015-01-07,0.850502311
2015-01-07,0.850502311
2015-01-07,0.850136766
2015-01-07,0.83
2015-01-07,0.827186544
2015-01-07,0.813371212
2015-01-07,0.805909091
2015-01-07,0.804640152
2015-01-07,0.800594466
2015-01-07,0.800594466
2015-01-07,0.800343766
2015-01-07,0.800273829
2015-01-07,0.800246753
2015-01-07,0.800128721
2015-01-07,0.8
2015-01-07,0.700480831
2015-01-07,0.681060606
2015-01-07,0.666515152
2015-01-07,0.412119835
2015-01-07,0.330113636
2015-01-08,0.947689394
2015-01-08,0.919905405
2015-01-08,0.900215716
2015-01-08,0.891723485
2015-01-08,0.850502311
2015-01-08,0.850181818
2015-01-08,0.850136766
2015-01-08,0.850136766
2015-01-08,0.835757576
2015-01-08,0.821354167
2015-01-08,0.800497246
2015-01-08,0.800273829
2015-01-08,0.800107143
2015-01-08,0.800024932
2015-01-08,0.8
2015-01-08,0.779791667
2015-01-08,0.735984848
2015-01-08,0.712626263
2015-01-08,0.681060606
2015-01-08,0.515606061
2015-01-08,0.349951389
2015-01-08,0.233705476
2015-01-10,0.985
2015-01-10,0.930340376
2015-01-10,0.911589744
2015-01-10,0.858143939
2015-01-10,0.851174114
2015-01-10,0.850136766
2015-01-10,0.850136766
2015-01-10,0.846950758
2015-01-10,0.817424242
2015-01-10,0.817102273
2015-01-10,0.801028213
2015-01-10,0.800594466
2015-01-10,0.800346445
2015-01-10,0.800343766
2015-01-10,0.800117103
2015-01-10,0.8
2015-01-10,0.750098351
2015-01-10,0.673245283
2015-01-10,0.670075758
2015-01-10,0.628882576
2015-01-10,0.388007813
2015-01-10,0.337973485
2015-01-11,0.93532197
2015-01-11,0.925643939
2015-01-11,0.900215716
2015-01-11,0.873068182
2015-01-11,0.858143939
2015-01-11,0.850502311
2015-01-11,0.850136766
2015-01-11,0.850136766
2015-01-11,0.828295455
2015-01-11,0.820833333
2015-01-11,0.800343766
2015-01-11,0.800246753
2015-01-11,0.8
2015-01-11,0.8
2015-01-11,0.690182815
2015-01-11,0.668087121
2015-01-11,0.653598485
2015-01-11,0.609138258
2015-01-11,0.600229846
2015-01-11,0.597348485
2015-01-11,0.590435606
2015-01-11,0.473134796
2015-01-11,0.452979626
2015-01-12,0.955151515
2015-01-12,0.942213805
2015-01-12,0.905454545
2015-01-12,0.880530303
2015-01-12,0.858143939
2015-01-12,0.850522167
2015-01-12,0.850502311
2015-01-12,0.850136766
2015-01-12,0.850136766
2015-01-12,0.817424242
2015-01-12,0.809564394
2015-01-12,0.800273829
2015-01-12,0.800181818
2015-01-12,0.80007657
2015-01-12,0.8
2015-01-12,0.725
2015-01-12,0.688557555
2015-01-12,0.650040783
2015-01-12,0.64998056
2015-01-12,0.648106061
2015-01-12,0.640577652
2015-01-12,0.35063299
2015-01-12,0.24625
2015-01-13,0.952020202
2015-01-13,0.951420455
2015-01-13,0.912766667
2015-01-13,0.901262626
2015-01-13,0.858143939
2015-01-13,0.850502311
2015-01-13,0.850502311
2015-01-13,0.850252525
2015-01-13,0.850136766
2015-01-13,0.821354167
2015-01-13,0.805909091
2015-01-13,0.800246753
2015-01-13,0.800246753
2015-01-13,0.8
2015-01-13,0.705576584
2015-01-13,0.681060606
2015-01-13,0.670075758
2015-01-13,0.601278409
2015-01-13,0.582301029
2015-01-13,0.526810345
2015-01-13,0.500380799
2015-01-13,0.35020649
2015-01-14,0.934607438
2015-01-14,0.908080808
2015-01-14,0.900144811
2015-01-14,0.891723485
2015-01-14,0.864583333
2015-01-14,0.858143939
2015-01-14,0.850502311
2015-01-14,0.850136766
2015-01-14,0.837594697
2015-01-14,0.820833333
2015-01-14,0.800313433
2015-01-14,0.800246753
2015-01-14,0.800117103
2015-01-14,0.700095563
2015-01-14,0.667329545
2015-01-14,0.600369686
2015-01-14,0.499980334
2015-01-14,0.35003125
2015-01-14,0.332359307
2015-01-14,0.311207464
2015-01-14,0.247316017
2015-01-15,0.988636364
2015-01-15,0.953110048
2015-01-15,0.884261364
2015-01-15,0.860653409
2015-01-15,0.858143939
2015-01-15,0.850502311
2015-01-15,0.850415628
2015-01-15,0.850136766
2015-01-15,0.800117103
2015-01-15,0.80003139
2015-01-15,0.80003139
2015-01-15,0.700060345
2015-01-15,0.689299242
2015-01-15,0.660683293
2015-01-15,0.650130952
2015-01-15,0.606912879
2015-01-15,0.600291767
2015-01-15,0.500025069
2015-01-15,0.499998888
2015-01-17,0.98719697
2015-01-17,0.980909091
2015-01-17,0.974621212
2015-01-17,0.884261364
2015-01-17,0.82680303
2015-01-17,0.800343766
2015-01-17,0.800246753
2015-01-17,0.800128721
2015-01-17,0.800128721
2015-01-17,0.800117103
2015-01-17,0.800117103
2015-01-17,0.77011398
2015-01-17,0.7005417
2015-01-17,0.675568182
2015-01-17,0.661837121
2015-01-17,0.650198653
2015-01-17,0.600291767
2015-01-17,0.600273268
2015-01-17,0.465757576
2015-01-17,0.452012539
2015-01-17,0.313852814
2015-01-18,0.852793561
2015-01-18,0.838383838
2015-01-18,0.804848485
2015-01-18,0.800343766
2015-01-18,0.800128721
2015-01-18,0.800128721
2015-01-18,0.800015009
2015-01-18,0.7005417
2015-01-18,0.700094156
2015-01-18,0.692045455
2015-01-18,0.662255892
2015-01-18,0.650416734
2015-01-18,0.650299575
2015-01-18,0.650243497
2015-01-18,0.639867424
2015-01-18,0.600062696
2015-01-18,0.582045455
2015-01-18,0.403242161
2015-01-18,0.235795455
2015-01-19,0.977272727
2015-01-19,0.964106061
2015-01-19,0.958901515
2015-01-19,0.800358775
2015-01-19,0.800162602
2015-01-19,0.800117103
2015-01-19,0.793844697
2015-01-19,0.750517565
2015-01-19,0.750068049
2015-01-19,0.750062751
2015-01-19,0.750057359
2015-01-19,0.700170388
2015-01-19,0.683806818
2015-01-19,0.650066445
2015-01-19,0.576460393
2015-01-19,0.549969429
2015-01-19,0.538399621
2015-01-19,0.409545455
2015-01-19,0.35021836
2015-01-20,1.033570076
2015-01-20,0.800261486
2015-01-20,0.800128721
2015-01-20,0.800117103
2015-01-20,0.750068049
2015-01-20,0.750057359
2015-01-20,0.750037968
2015-01-20,0.750031898
2015-01-20,0.72830303
2015-01-20,0.700170388
2015-01-20,0.700063796
2015-01-20,0.639867424
2015-01-20,0.500290419
2015-01-20,0.400332792
2015-01-20,0.362666667
2015-01-21,0.978525641
2015-01-21,0.912202112
2015-01-21,0.900556277
2015-01-21,0.850410511
2015-01-21,0.827147436
2015-01-21,0.800436542
2015-01-21,0.800415742
2015-01-21,0.800020563
2015-01-21,0.758173077
2015-01-21,0.750344828
2015-01-21,0.750068049
2015-01-21,0.700170388
2015-01-21,0.700029771
2015-01-21,0.60017284
2015-01-21,0.594871795
2015-01-21,0.520237649
2015-01-21,0.505128205
2015-01-21,0.500241342
2015-01-21,0.470769231
2015-01-22,0.957638889
2015-01-22,0.940701058
2015-01-22,0.849983766
2015-01-22,0.800302791
2015-01-22,0.800191989
2015-01-22,0.800020563
2015-01-22,0.750162367
2015-01-22,0.750068049
2015-01-22,0.742901235
2015-01-22,0.700250784
2015-01-22,0.700170388
2015-01-22,0.670216049
2015-01-22,0.649662222
2015-01-22,0.649662222
2015-01-22,0.626822917
2015-01-22,0.600436426
2015-01-22,0.60041361
2015-01-22,0.555500132
2015-01-22,0.500547544
2015-01-22,0.460578704
2015-01-22,0.397743056
2015-01-22,0.327407407
2015-01-24,0.966666667
2015-01-24,0.937242424
2015-01-24,0.910521886
2015-01-24,0.90064806
2015-01-24,0.900321106
2015-01-24,0.896022727
2015-01-24,0.895454545
2015-01-24,0.870580808
2015-01-24,0.858585859
2015-01-24,0.800643806
2015-01-24,0.80062987
2015-01-24,0.800537143
2015-01-24,0.80035194
2015-01-24,0.750079323
2015-01-24,0.750041201
2015-01-24,0.700250784
2015-01-24,0.651515152
2015-01-24,0.650416734
2015-01-24,0.600125217
2015-01-24,0.578314394
2015-01-24,0.578314394
2015-01-24,0.34998951
2015-01-24,0.261174242
2015-01-25,0.973796791
2015-01-25,0.970075758
2015-01-25,0.970075758
2015-01-25,0.961784512
2015-01-25,0.955151515
2015-01-25,0.952020202
2015-01-25,0.900321106
2015-01-25,0.850223776
2015-01-25,0.800909609
2015-01-25,0.800513307
2015-01-25,0.800386364
2015-01-25,0.800020563
2015-01-25,0.749188312
2015-01-25,0.7005417
2015-01-25,0.70043672
2015-01-25,0.700250784
2015-01-25,0.650407524
2015-01-25,0.618181818
2015-01-25,0.59114168
2015-01-25,0.500061916
2015-01-25,0.329545455
2015-01-26,1.059621212
2015-01-26,0.997792208
2015-01-26,0.963699495
2015-01-26,0.959191919
2015-01-26,0.910378788
2015-01-26,0.910378788
2015-01-26,0.850312684
2015-01-26,0.800386364
2015-01-26,0.80035194
2015-01-26,0.800034024
2015-01-26,0.800023511
2015-01-26,0.800020563
2015-01-26,0.769292929
2015-01-26,0.750031447
2015-01-26,0.70061442
2015-01-26,0.70043672
2015-01-26,0.646306818
2015-01-26,0.600143365
2015-01-26,0.350066986
2015-01-27,1.000230409
2015-01-27,1.000230409
2015-01-27,0.979527778
2015-01-27,0.940625
2015-01-27,0.926388889
2015-01-27,0.900129762
2015-01-27,0.861875
2015-01-27,0.850312684
2015-01-27,0.845458333
2015-01-27,0.823555556
2015-01-27,0.803541667
2015-01-27,0.800263218
